1, 0.693,
1, 0.632,
1, 0.694,
1, 0.45,
1, 0.683,
1, 0.578,
1, 0.784,
1, 0.776,
1, 0.53,
1, 0.599,
2, 0.49,
2, 0.495,
2, 0.591,
2, 0.507,
2, 0.363,
2, 0.518,
2, 0.611,
2, 0.573,
2, 0.677,
2, 0.177,
3, 0.327,
3, 0.463,
3, 0.372,
3, 0.511,
3, 0.331,
3, 0.379,
3, 0.493,
3, 0.448,
3, 0.419,
3, 0.579,
4, 0.198,
4, 0.2,
4, 0.338,
4, 0.288,
4, 0.373,
4, 0.483,
4, 0.31,
4, 0.377,
4, 0.238,
4, 0.26,
5, 0.182,
5, 0.354,
5, 0.322,
5, 0.276,
5, 0.278,
5, 0.242,
5, 0.321,
5, 0.346,
5, 0.237,
5, 0.205,
6, 0.198,
6, 0.276,
6, 0.235,
6, 0.153,
6, 0.437,
6, 0.152,
6, 0.232,
6, 0.333,
6, 0.257,
6, 0.208,
7, 0.309,
7, 0.315,
7, 0.257,
7, 0.144,
7, 0.118,
7, 0.118,
7, 0.219,
7, 0.242,
7, 0.171,
7, 0.228,
8, 0.187,
8, 0.164,
8, 0.11,
8, 0.233,
8, 0.11,
8, 0.191,
8, 0.053,
8, 0.153,
8, 0.218,
8, 0.065,
9, 0.302,
9, 0.282,
9, 0.291,
9, 0.198,
9, 0.471,
9, 0.246,
9, 0.226,
9, 0.446,
9, 0.214,
9, 0.211,
10, 0.195,
10, 0.31,
10, 0.278,
10, 0.285,
10, 0.183,
10, 0.163,
10, 0.197,
10, 0.091,
10, 0.212,
10, 0.203,
11, 0.321,
11, 0.149,
11, 0.281,
11, 0.199,
11, 0.293,
11, 0.206,
11, 0.33,
11, 0.186,
11, 0.224,
11, 0.189,
12, 0.189,
12, 0.186,
12, 0.188,
12, 0.225,
12, 0.202,
12, 0.151,
12, 0.171,
12, 0.219,
12, 0.187,
12, 0.277,
13, 0.182,
13, 0.162,
13, 0.246,
13, 0.215,
13, 0.171,
13, 0.401,
13, 0.202,
13, 0.232,
13, 0.221,
13, 0.125,
14, 0.166,
14, 0.311,
14, 0.17,
14, 0.143,
14, 0.202,
14, 0.178,
14, 0.146,
14, 0.192,
14, 0.163,
14, 0.214,
15, 0.213,
15, 0.145,
15, 0.228,
15, 0.17,
15, 0.157,
15, 0.188,
15, 0.271,
15, 0.184,
15, 0.276,
15, 0.187,
16, 0.149,
16, 0.159,
16, 0.187,
16, 0.171,
16, 0.181,
16, 0.18,
16, 0.087,
16, 0.108,
16, 0.245,
16, 0.344,
17, 0.131,
17, 0.226,
17, 0.254,
17, 0.157,
17, 0.165,
17, 0.242,
17, 0.269,
17, 0.21,
17, 0.241,
17, 0.216,
18, 0.214,
18, 0.214,
18, 0.261,
18, 0.383,
18, 0.176,
18, 0.138,
18, 0.167,
18, 0.247,
18, 0.192,
18, 0.19,
19, 0.27,
19, 0.2,
19, 0.209,
19, 0.096,
19, 0.271,
19, 0.166,
19, 0.161,
19, 0.121,
19, 0.236,
19, 0.209,
20, 0.145,
20, 0.149,
20, 0.153,
20, 0.138,
20, 0.249,
20, 0.111,
20, 0.158,
20, 0.218,
20, 0.19,
20, 0.214,
